Month,Date,Year,Time,Location,Operator,Route,Type,Aboard,Fatalities,Summary
11,11/22/04,2004,6:15,"Houston, Texas",Business Jet Services,Dallas - Houston,Grumman Gulfstream G3,3,3,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria."
11,11/27/04,2004,11:20,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,"Bagram - Farah, Afghanstan",CASA 212-CC,6,6,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside."
11,11/28/04,2004,9:55,"Montrose, Colorado",Glow Air/Air Castle - Charter,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,6,3,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions."
11,11/30/04,2004,18:14,"Solo, Indonesia",Lion Air,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,154,26,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler 5 have caused the crash."
11,11/30/04,2004,19:56,"Saint Louis, Missouri",Grand Aire,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,2,2,Shortly after taking off the plane lost altitude and crashed on Howell Island a few miles from the airport. The maintenance facility failed to properly install and inspect the elevator trim system resulting in the reversed elevator trim condition and the pilot's failure to maintain clearance with the terrain. Contributing factors included the dark night and low ceiling.
12,12/6/04,2004,10:23,"Bellevue, Idaho",Salmon Air - Air Taxi,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,2,2,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.
12,12/7/04,2004,10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,Cessna TU206G,6,6,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.
12,12/10/04,2004,,"El Junquito, Venezuela",Guardia Nacional de Venezuela,Puerto Ayacucho - La Carlota,PZL-MieleM28,16,16,Crashed while en route in mountainous terrain.
12,12/11/04,2004,5:30,"Uberaba, Brazil",NHR Tíçxi-Aí©reo,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,2,2,"The crew was performing a mail flight under Total Linhas Aí©reas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned."
12,12/11/04,2004,,"Near Jeddah, Saudi Arabia",Airline Transport,Baku - Kabul,Ilyushin II-76TD,7,1,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.
1,1/13/05,2005,5:20,"Manguipayan, Colombia",Military - Colombian government,,Black Hawk helicopter,20,20,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.
1,1/13/05,2005,13:20,"Tura,Siberia, Russia",Tura Air Enterprise,Vanavara - Tura,Antonov AN-2,9,9,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.
1,1/13/05,2005,22:18,"Keene, New Hampshire",AirNow,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,1,1,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed."
1,1/26/05,2005,1:20,"Rutbah, Iraq",Military - U.S. Marines,Ferrying troops,CH53E Sea Stallion,31,31,The helicopter crashed in rain and a sandstorm.
1,1/27/05,2005,8:10,"Lasi, Hungary",Farnair Hungary,Bucharest -Lasi,Let 410UVP-E4,2,2,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.
1,1/30/05,2005,16:30,"Near Al Taji, Iraq",Military - Royal Air Force,Bagdad - Balad,Lockheed Hercules C.1,10,10,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed."
2,2/3/05,2005,17:00,"Near Peshawar, Pakistan",Kam Air,Herat - Kabul,Boeing B-737-200,104,104,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul."
2,2/3/05,2005,8:07,"Near Khartoum, Sudan",Air West,Sharjah - Khartoum - Nyala,Ilyushin 76TD,7,7,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum."
2,2/10/05,2005,20:30,"Lebec, California",Action Air Express Inc. - Air Taxi,"Fresno, CA - Santa Monica, CA",Cessna P210N,2,2,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors."
2,2/16/05,2005,9:13,"Near Pueblo, Colorado",Circuit City Stores - Charter,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,8,8,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system."
2,2/22/05,2005,13:22,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,13,2,While on approach to Runway 29 the aircraft crashed on a mountain.
2,2/22/05,2005,7:15,,Indonesian National Police,Jayapura - Sarmi,CASA 212 Aviocar,18,15,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway."
3,3/8/05,2005,9:23,"Chrallave, Venezuela",Air Global,Maturin - Charallave,Cessna 500 Citation I,2,2,The cargo plane crashed into a wooded area short of the runway and was destroyed.
3,3/15/05,2005,0:15,"Off Campbeltown, United Kingdom",Loganair,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,2,2,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility."
3,3/16/05,2005,13:57,"Varandey, Russia",Regional Airlines,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,52,28,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The planeäó»s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver."
3,3/23/05,2005,23:07,"Off Mwanza, Tanzania",Air Transport,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,8,8,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria."
3,3/26/05,2005,10:15,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Old Providence - San Andres,Let-410UVP-E,14,8,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.
3,3/31/05,2005,20:00,"Near Rovie, Albania",Military - U.S. Air Force,Training,Lockheed Hercules MC-130H,9,9,While on a training mission the aircraft crashed into a mountainous area and was destroyed.
4,4/12/05,2005,12:10,"Enarotali, Indonesia",GT Air,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,18,18,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.
4,4/20/05,2005,22:15,"Tehran, Iran",Saha Airline Services,Krish - Teran,Boeing B-707-3J9C,169,3,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.
4,4/28/05,2005,11:28,"Pisco, Peru",Military - Fuerza Del Peru,Training,Let 410UVP,13,13,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport."
5,5/2/05,2005,22:15,"Taranaki, New Zealand",Airwork,Auckland - Blenheim,Swearingen SA227AC Metro III,2,2,Crashed into a field while en route.
5,5/5/05,2005,13:30,"Near Kisangani, DemocratiRepubliCongo",Kisangani Airlift,Bangboka - Isiro,Antonov AN-26,11,10,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.
5,5/7/05,2005,11:45,"Lockhart River, Queensland, Australia",Aero-Tropics,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,15,15,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach."
